"ice.year","date","month","week","jday","mean.ice.conc","n"
2000,"2000-01-11",1,2,11,0.617401215805471,18424
2000,"2000-01-14",1,2,14,1.48077758470895,18416
2000,"2000-01-18",1,3,18,1.62394090810341,18412
2000,"2000-01-21",1,3,21,13.8737442302471,18415
2000,"2000-01-25",1,4,25,16.2915489897893,18412
2000,"2000-01-28",1,4,28,14.7100504968236,18417
2000,"2000-02-01",2,5,32,20.6550431807072,18411
2000,"2000-02-04",2,5,35,9.17250366509203,18417
2000,"2000-02-08",2,6,39,7.87871381239476,18411
2000,"2000-02-11",2,6,42,9.59521094640821,18417
2000,"2000-02-18",2,7,49,16.6079378868498,18418
2000,"2000-02-22",2,8,53,5.50214545652056,18411
2000,"2000-02-25",2,8,56,5.38060592898252,18418
2000,"2000-02-29",2,9,60,4.8541791125835,18413
2000,"2000-03-03",3,9,63,3.39251778248358,18417
2000,"2000-03-07",3,10,67,2.36434740101027,18411
2000,"2000-03-10",3,10,70,2.04072766766223,18415
2000,"2000-03-14",3,11,74,1.74695850532262,18412
2000,"2000-03-17",3,11,77,1.25095015745466,18418
2000,"2000-03-21",3,12,81,0.852195625033925,18423
2000,"2000-03-24",3,12,84,0.407210337713107,18418
2000,"2000-03-28",3,13,88,0.399446043556183,18413
2000,"2000-03-31",3,13,91,0.266330021176087,18417
2000,"2000-04-04",4,14,95,0,18413
2000,"2000-04-07",4,14,98,0,18418
2000,"2000-04-11",4,15,102,0,18413
2000,"2000-04-14",4,15,105,0,18418
2000,"2000-04-18",4,16,109,0,18423
2000,"2000-04-21",4,16,112,0,18423
2000,"2000-04-25",4,17,116,0,18423
2000,"2000-04-28",4,17,119,0,18423
2001,"2000-12-01",12,48,336,0,18418
2001,"2000-12-05",12,49,340,0.438820398631402,18413
2001,"2000-12-07",12,49,342,0.399630775913558,18417
2001,"2000-12-11",12,50,346,0.813959804454101,18410
2001,"2000-12-14",12,50,349,0.528287544793137,18418
2001,"2000-12-21",12,51,356,0.667010533174069,18418
2001,"2000-12-25",12,52,360,2.94427547251792,18412
2001,"2000-12-28",12,52,363,1.75724834401129,18418
2001,"2001-01-01",1,1,1,4.29882685205301,18412
2001,"2001-01-04",1,1,4,6.31673274317059,18413
2001,"2001-01-08",1,2,8,7.86075055667192,18413
2001,"2001-01-11",1,2,11,7.51968717753761,18413
2001,"2001-01-15",1,3,15,8.61829241798827,18412
2001,"2001-01-18",1,3,18,6.00076041496931,18411
2001,"2001-01-22",1,4,22,14.3550752185956,18413
2001,"2001-01-25",1,4,25,5.10373669346079,18412
2001,"2001-01-29",1,5,29,10.3557269320589,18413
2001,"2001-02-01",2,5,32,6.60186794092094,18416
2001,"2001-02-05",2,6,36,8.98251235540108,18413
2001,"2001-02-08",2,6,39,6.94684259108432,18417
2001,"2001-02-12",2,7,43,8.91571172541139,18413
2001,"2001-02-15",2,7,46,15.9960895068434,18412
2001,"2001-02-19",2,8,50,6.70782674772036,18424
2001,"2001-02-22",2,8,53,7.13924944332808,18413
2001,"2001-02-26",2,9,57,5.95014392005648,18413
2001,"2001-03-05",3,10,64,9.33673469387755,18424
2001,"2001-03-08",3,10,67,8.64436237236585,18412
2001,"2001-03-12",3,11,71,7.57699201564282,18411
2001,"2001-03-15",3,11,74,5.48297768366183,18417
2001,"2001-03-19",3,12,78,5.58168585704975,18412
2001,"2001-03-22",3,12,81,5.22287979150831,18418
2001,"2001-03-26",3,13,85,3.72834410470863,18413
2001,"2001-03-29",3,13,88,3.14631761894417,18412
2001,"2001-04-02",4,14,92,1.79339561155768,18412
2001,"2001-04-05",4,14,95,2.20134665508254,18416
2001,"2001-04-09",4,15,99,1.49166168721821,18409
2001,"2001-04-12",4,15,102,0.425243034812361,18413
2001,"2001-04-16",4,16,106,0,18413
2001,"2001-04-19",4,16,109,0,18418
2001,"2001-04-23",4,17,113,0.0426329223917884,18413
2001,"2001-04-26",4,17,116,0,18418
2001,"2001-04-30",4,18,120,0,18413
2001,"2001-05-03",5,18,123,0,18413
2002,"2001-12-03",12,49,337,0,18413
2002,"2001-12-07",12,49,341,0,18418
2002,"2001-12-10",12,50,344,0,18413
2002,"2001-12-13",12,50,347,0,18418
2002,"2001-12-17",12,51,351,0,18425
2002,"2001-12-20",12,51,354,0,18418
2002,"2001-12-24",12,52,358,0,18423
2002,"2001-12-27",12,52,361,0,18418
2002,"2001-12-31",12,53,365,0.583030237229249,18421
2002,"2002-01-03",1,1,3,0.851884026495819,18418
2002,"2002-01-07",1,1,7,1.2402088772846,18384
2002,"2002-01-10",1,2,10,3.12072521984584,18422
2002,"2002-01-14",1,2,14,0.672998643147897,18425
2002,"2002-01-17",1,3,17,1.37758433079434,18380
2002,"2002-01-21",1,3,21,1.12640801001252,18377
2002,"2002-01-24",1,4,24,1.09336743021927,18379
2002,"2002-01-28",1,4,28,1.17538227131741,18377
2002,"2002-01-31",1,5,31,1.21218715995647,18380
2002,"2002-02-04",2,5,35,1.15861618798956,18384
2002,"2002-02-07",2,6,38,2.86071817192601,18380
2002,"2002-02-11",2,6,42,1.76534610361341,18376
2002,"2002-02-14",2,7,45,3.02393906420022,18380
2002,"2002-02-18",2,7,49,2.59496081845886,18376
2002,"2002-02-21",2,8,52,3.60119695321001,18380
2002,"2002-02-25",2,8,56,2.10806986994613,18377
2002,"2002-02-28",2,9,59,3.3335146898803,18380
2002,"2002-03-04",3,9,63,1.35502829777971,18376
2002,"2002-03-07",3,10,66,2.05658324265506,18380
2002,"2002-03-11",3,10,70,1.05755630508106,18382
2002,"2002-03-14",3,11,73,1.07601480030471,18378
2002,"2002-03-18",3,11,77,0.214647151640459,18379
2002,"2002-03-21",3,12,80,0.470076169749728,18380
2002,"2002-03-25",3,12,84,0.126251632564214,18376
2002,"2002-03-28",3,13,87,0,18380
2002,"2002-04-01",4,13,91,0,18377
2002,"2002-04-04",4,14,94,0,18380
2002,"2002-04-08",4,14,98,0,18377
2002,"2002-04-11",4,15,101,0,18380
2002,"2002-04-15",4,15,105,0,18402
2002,"2002-04-18",4,16,108,0,18380
2002,"2002-04-22",4,16,112,0,18377
2002,"2002-04-25",4,17,115,0,18380
2002,"2002-04-29",4,17,119,0,18386
2002,"2002-05-02",5,18,122,0,18380
2002,"2002-05-09",5,19,129,0,18380
2003,"2002-12-02",12,48,336,0,2727
2003,"2002-12-05",12,49,339,0.088008800880088,2727
2003,"2002-12-09",12,49,343,0.333700036670334,2727
2003,"2002-12-12",12,50,346,0.333700036670334,2727
2003,"2002-12-19",12,51,353,0.418041804180418,2727
2003,"2002-12-23",12,51,357,0.592225889255592,2727
2003,"2002-12-26",12,52,360,0.452878621195453,2727
2003,"2002-12-30",12,52,364,0.396039603960396,2727
2003,"2003-01-02",1,1,2,0.66006600660066,2727
2003,"2003-01-06",1,1,6,1.23326286116984,2838
2003,"2003-01-09",1,2,9,1.53281994866153,2727
2003,"2003-01-13",1,2,13,4.65346534653465,2727
2003,"2003-01-16",1,3,16,6.45172656800564,2838
2003,"2003-01-20",1,3,20,7.31501057082452,2838
2003,"2003-01-23",1,4,23,16.3988724453841,2838
2003,"2003-01-27",1,4,27,23.0637773079634,2838
2003,"2003-01-30",1,5,30,20.2748414376321,2838
2003,"2003-02-03",2,5,34,18.053206483439,2838
2003,"2003-02-06",2,6,37,12.568710359408,2838
2003,"2003-02-10",2,6,41,15.6324876673714,2838
2003,"2003-02-13",2,7,44,16.3107822410148,2838
2003,"2003-02-17",2,7,48,44.9119097956307,2838
2003,"2003-02-20",2,8,51,40.0088090204369,2838
2003,"2003-02-24",2,8,55,10.2448907681466,2838
2003,"2003-02-27",2,9,58,47.1141649048626,2838
2003,"2003-03-03",3,9,62,26.631430584919,2838
2003,"2003-03-10",3,10,69,17.1775898520085,2838
2003,"2003-03-13",3,11,72,13.0567300916138,2838
2003,"2003-03-17",3,11,76,22.815362931642,2838
2003,"2003-03-20",3,12,79,12.6849894291755,2838
2003,"2003-03-24",3,12,83,6.65961945031713,2838
2003,"2003-03-27",3,13,86,7.3784355179704,2838
2003,"2003-03-31",3,13,90,5.95665961945032,2838
2003,"2003-04-03",4,14,93,4.92424242424242,2838
2003,"2003-04-07",4,14,97,1.4446793516561,2838
2003,"2003-04-10",4,15,100,1.84108527131783,2838
2003,"2003-04-14",4,15,104,1.28964059196617,2838
2003,"2003-04-21",4,16,111,0,2838
2003,"2003-04-24",4,17,114,0,2838
2003,"2003-04-28",4,17,118,0,2838
2003,"2003-05-01",5,18,121,0,2838
2003,"2003-05-05",5,18,125,0,2838
2003,"2003-05-08",5,19,128,0,2838
2003,"2003-05-12",5,19,132,0,2838
2003,"2003-05-15",5,20,135,0,2838
2003,"2003-05-19",5,20,139,0,2838
2003,"2003-05-22",5,21,142,0,2838
2003,"2003-05-26",5,21,146,0,2838
2003,"2003-05-29",5,22,149,0,2838
2004,"2003-12-01",12,48,335,0,2727
2004,"2003-12-03",12,49,337,0,2838
2004,"2003-12-08",12,49,342,0,2727
2004,"2003-12-11",12,50,345,0,2727
2004,"2003-12-15",12,50,349,0,2727
2004,"2003-12-18",12,51,352,0.44004400440044,2727
2004,"2003-12-22",12,51,356,0.495049504950495,2727
2004,"2003-12-25",12,52,359,0.597726439310598,2727
2004,"2003-12-29",12,52,363,1.09277594426109,2727
2004,"2004-01-01",1,1,1,0.782911624495783,2727
2004,"2004-01-05",1,1,5,0.826916024935827,2727
2004,"2004-01-08",1,2,8,4.25742574257426,2727
2004,"2004-01-12",1,2,12,3.80821415474881,2727
2004,"2004-01-15",1,3,15,9.92665933259993,2727
2004,"2004-01-19",1,3,19,13.0784745141181,2727
2004,"2004-01-22",1,4,22,13.960396039604,2727
2004,"2004-01-26",1,4,26,32.3120645397873,2727
2004,"2004-01-29",1,5,29,37.5944261092776,2727
2004,"2004-02-02",2,5,33,24.8368170150348,2727
2004,"2004-02-05",2,6,36,18.3113311331133,2727
2004,"2004-02-09",2,6,40,13.6010267693436,2727
2004,"2004-02-12",2,7,43,15.5537220388706,2727
2004,"2004-02-16",2,7,47,25.4712137880455,2727
2004,"2004-02-19",2,8,50,16.9050238357169,2727
2004,"2004-02-23",2,8,54,10.6802346901357,2727
2004,"2004-02-26",2,9,57,14.5012834616795,2727
2004,"2004-03-01",3,9,61,10.3410341034103,2727
2004,"2004-03-04",3,10,64,9.03006967363403,2727
2004,"2004-03-08",3,10,68,8.25632563256326,2727
2004,"2004-03-11",3,11,71,10.6839017235057,2727
2004,"2004-03-15",3,11,75,5.77374404107077,2727
2004,"2004-03-18",3,12,78,5.48038137147048,2727
2004,"2004-03-22",3,12,82,4.91382471580491,2727
2004,"2004-03-25",3,13,85,4.15291529152915,2727
2004,"2004-03-29",3,13,89,4.15291529152915,2727
2004,"2004-04-01",4,14,92,1.65933259992666,2727
2004,"2004-04-05",4,14,96,0.344701136780345,2727
2004,"2004-04-08",4,15,99,0.022002200220022,2727
2004,"2004-04-12",4,15,103,0.0238357169050238,2727
2004,"2004-04-15",4,16,106,0,2727
2004,"2004-04-19",4,16,110,0,2727
2004,"2004-04-22",4,17,113,0,2727
2004,"2004-04-26",4,17,117,0,2727
2004,"2004-04-29",4,18,120,0,2727
2004,"2004-05-03",5,18,124,0,2727
2004,"2004-05-06",5,19,127,0,2727
2005,"2004-12-02",12,49,337,0,2838
2005,"2004-12-06",12,49,341,0,2838
2005,"2004-12-09",12,50,344,0,2838
2005,"2004-12-13",12,50,348,0,2838
2005,"2004-12-16",12,51,351,0.204369274136716,2838
2005,"2004-12-20",12,51,355,0.882663847780127,2838
2005,"2004-12-23",12,52,358,1.00599013389711,2838
2005,"2004-12-27",12,52,362,1.76180408738548,2838
2005,"2004-12-30",12,53,365,0.96723044397463,2838
2005,"2005-01-03",1,1,3,1.19274136715997,2838
2005,"2005-01-06",1,1,6,1.07117688513037,2838
2005,"2005-01-10",1,2,10,1.08174770965469,2838
2005,"2005-01-13",1,2,13,0.866807610993658,2838
2005,"2005-01-17",1,3,17,2.80479210711769,2838
2005,"2005-01-20",1,3,20,8.12544045102185,2838
2005,"2005-01-24",1,4,24,24.0891472868217,2838
2005,"2005-01-27",1,4,27,27.7202255109232,2838
2005,"2005-01-31",1,5,31,36.645525017618,2838
2005,"2005-02-03",2,5,34,35.4210711768851,2838
2005,"2005-02-07",2,6,38,17.7906976744186,2838
2005,"2005-02-10",2,6,41,10.8403805496829,2838
2005,"2005-02-14",2,7,45,9.07329105003524,2838
2005,"2005-02-17",2,7,48,8.85835095137421,2838
2005,"2005-02-21",2,8,52,8.93410852713178,2838
2005,"2005-02-24",2,8,55,13.4055673009161,2838
2005,"2005-02-28",2,9,59,14.3763213530655,2838
2005,"2005-03-03",3,9,62,15.1779422128259,2838
2005,"2005-03-07",3,10,66,7.37491190979563,2838
2005,"2005-03-10",3,10,69,15.0898520084567,2838
2005,"2005-03-14",3,11,73,10.968992248062,2838
2005,"2005-03-17",3,11,76,7.58809020436927,2838
2005,"2005-03-21",3,12,80,8.25405214940099,2838
2005,"2005-03-24",3,12,83,6.30197322057787,2838
2005,"2005-03-28",3,13,87,5.95313601127555,2838
2005,"2005-03-31",3,13,90,3.11486962649753,2838
2005,"2005-04-04",4,14,94,1.26145172656801,2838
2005,"2005-04-07",4,14,97,0.336504580690627,2838
2005,"2005-04-11",4,15,101,0.0317124735729387,2838
2005,"2005-04-14",4,15,104,0,2838
2005,"2005-04-18",4,16,108,0,2838
2005,"2005-04-21",4,16,111,0,2838
2005,"2005-04-25",4,17,115,0,2838
2005,"2005-04-28",4,17,118,0,2838
2005,"2005-05-02",5,18,122,0,2838
2005,"2005-05-05",5,18,125,0,2838
2005,"2005-05-09",5,19,129,0,2838
2006,"2005-11-28",11,48,332,0,2727
2006,"2005-12-01",12,48,335,0,2727
2006,"2005-12-05",12,49,339,0,2727
2006,"2005-12-08",12,49,342,0.155848918225156,2727
2006,"2005-12-12",12,50,346,0.522552255225523,2727
2006,"2005-12-15",12,50,349,1.55298863219655,2727
2006,"2005-12-20",12,51,354,2.27356068940227,2727
2006,"2005-12-22",12,51,356,1.4044737807114,2727
2006,"2005-12-26",12,52,360,2.44224422442244,2727
2006,"2005-12-29",12,52,363,1.65016501650165,2727
2006,"2006-01-02",1,1,2,0.522552255225523,2727
2006,"2006-01-05",1,1,5,1.46131279794646,2727
2006,"2006-01-09",1,2,9,2.27356068940227,2727
2006,"2006-01-12",1,2,12,1.4044737807114,2727
2006,"2006-01-16",1,3,16,1.28712871287129,2727
2006,"2006-01-19",1,3,19,2.44224422442244,2727
2006,"2006-01-23",1,4,23,1.75284195086175,2727
2006,"2006-01-26",1,4,26,1.16978364503117,2727
2006,"2006-01-30",1,5,30,1.34030069673634,2727
2006,"2006-02-02",2,5,33,1.08544187752109,2727
2006,"2006-02-06",2,6,37,2.72643931059773,2727
2006,"2006-02-09",2,6,40,1.28346167950128,2727
2006,"2006-02-13",2,7,44,2.82361569490282,2727
2006,"2006-02-16",2,7,47,1.95819581958196,2727
2006,"2006-02-20",2,8,51,4.63146314631463,2727
2006,"2006-02-23",2,8,54,4.6956362302897,2727
2006,"2006-02-27",2,9,58,9.16391639163916,2727
2006,"2006-03-02",3,9,61,14.037403740374,2727
2006,"2006-03-06",3,10,65,5.64723138980565,2727
2006,"2006-03-09",3,10,68,7.15988265493216,2727
2006,"2006-03-13",3,11,72,5.45287862119545,2727
2006,"2006-03-16",3,11,75,3.1976530986432,2727
2006,"2006-03-20",3,12,79,1.95086175284195,2727
2006,"2006-03-23",3,12,82,1.21745507884122,2727
2006,"2006-03-27",3,13,86,0.781078107810781,2727
2006,"2006-03-30",3,13,89,0.471213788045471,2727
2006,"2006-04-03",4,14,93,0.265859919325266,2727
2006,"2006-04-06",4,14,96,0,2727
2006,"2006-04-10",4,15,100,0,2727
2006,"2006-04-13",4,15,103,0,2727
2006,"2006-04-17",4,16,107,0,2727
2006,"2006-04-20",4,16,110,0,2727
2006,"2006-04-24",4,17,114,0,2727
2006,"2006-04-27",4,17,117,0,2727
2006,"2006-05-01",5,18,121,0,2727
2006,"2006-05-04",5,18,124,0,2727
2007,"2006-12-04",12,49,338,0,10768
2007,"2006-12-07",12,49,341,0,10767
2007,"2006-12-11",12,50,345,0,10768
2007,"2006-12-14",12,50,348,0,10767
2007,"2006-12-18",12,51,352,0,10768
2007,"2006-12-21",12,51,355,0,10767
2007,"2006-12-25",12,52,359,0,10768
2007,"2006-12-28",12,52,362,0,10767
2007,"2007-01-01",1,1,1,0,10768
2007,"2007-01-04",1,1,4,0,10767
2007,"2007-01-08",1,2,8,0,10768
2007,"2007-01-11",1,2,11,0.191789727872202,10767
2007,"2007-01-15",1,3,15,0.18434249628529,10768
2007,"2007-01-18",1,3,18,3.00362217887991,10767
2007,"2007-01-22",1,4,22,3.78889198476827,10767
2007,"2007-01-25",1,4,25,3.77867558279929,10767
2007,"2007-01-29",1,5,29,4.27423848439822,10768
2007,"2007-02-01",2,5,32,9.38980217330733,10767
2007,"2007-02-05",2,6,36,12.0115156017831,10768
2007,"2007-02-08",2,6,39,16.4906659236556,10767
2007,"2007-02-12",2,7,43,11.5411404160475,10768
2007,"2007-02-15",2,7,46,20.8238135042259,10767
2007,"2007-02-19",2,8,50,25.148588410104,10768
2007,"2007-02-22",2,8,53,15.990990990991,10767
2007,"2007-02-26",2,9,57,11.5499628528975,10768
2007,"2007-03-01",3,9,60,22.2810439305285,10767
2007,"2007-03-05",3,10,64,9.60995542347697,10768
2007,"2007-03-08",3,10,67,25.7978081173957,10767
2007,"2007-03-12",3,11,71,11.358190936107,10768
2007,"2007-03-15",3,11,74,8.03334262097149,10767
2007,"2007-03-19",3,12,78,9.86905646359584,10768
2007,"2007-03-22",3,12,81,6.68384879725086,10767
2007,"2007-03-26",3,13,85,4.47622585438336,10768
2007,"2007-03-29",3,13,88,3.78378378378378,10767
2007,"2007-04-02",4,14,92,3.02516716196137,10768
2007,"2007-04-05",4,14,95,1.00492244822142,10767
2007,"2007-04-09",4,15,99,0.375650074294205,10768
2007,"2007-04-12",4,15,102,0.196433546949011,10767
2007,"2007-04-16",4,16,106,0.0157875185735513,10768
2007,"2007-04-19",4,16,109,0.0143958391381072,10767
2007,"2007-04-23",4,17,113,0,10768
2007,"2007-04-26",4,17,116,0.00232190953840438,10767
2007,"2007-04-30",4,18,120,0,10768
2007,"2007-05-03",5,18,123,0,10767
2007,"2007-05-07",5,19,127,0,10768
2007,"2007-05-10",5,19,130,0,10767
2008,"2007-11-27",11,48,331,0,10767
2008,"2007-11-29",11,48,333,0,10767
2008,"2007-12-03",12,49,337,0,10767
2008,"2007-12-06",12,49,340,0.553543233955605,10767
2008,"2007-12-10",12,50,344,1.7920497817405,10767
2008,"2007-12-13",12,50,347,1.86774403269249,10767
2008,"2007-12-17",12,51,351,1.6295161140522,10767
2008,"2007-12-24",12,52,358,1.55010680783877,10767
2008,"2007-12-27",12,52,361,1.99823534875081,10767
2008,"2007-12-31",12,53,365,1.51156310950125,10767
2008,"2008-01-03",1,1,3,1.8213058419244,10767
2008,"2008-01-07",1,1,7,1.39361010495031,10767
2008,"2008-01-10",1,2,10,1.38014302962757,10767
2008,"2008-01-14",1,2,14,1.36388966285873,10767
2008,"2008-01-17",1,3,17,1.61279836537568,10767
2008,"2008-01-21",1,3,21,2.85409120460667,10767
2008,"2008-01-24",1,4,24,2.9139964706975,10767
2008,"2008-01-28",1,4,28,4.49335933872016,10767
2008,"2008-01-31",1,5,31,6.06714962385065,10767
2008,"2008-02-04",2,5,35,8.05934800780162,10767
2008,"2008-02-07",2,6,38,6.72935822420358,10767
2008,"2008-02-11",2,6,42,14.3034271384787,10767
2008,"2008-02-14",2,7,45,15.9621993127148,10767
2008,"2008-02-18",2,7,49,13.713662115724,10767
2008,"2008-02-21",2,8,52,13.9105600445807,10767
2008,"2008-02-25",2,8,56,10.9756663880375,10767
2008,"2008-02-28",2,9,59,14.7343735488065,10767
2008,"2008-03-04",3,10,64,9.63220952911675,10767
2008,"2008-03-06",3,10,66,10.0831243614749,10767
2008,"2008-03-11",3,11,71,16.4395839138107,10767
2008,"2008-03-13",3,11,73,13.1582613541376,10767
2008,"2008-03-18",3,12,78,10.6143772638618,10767
2008,"2008-03-19",3,12,79,9.03640754156218,10767
2008,"2008-03-20",3,12,80,6.41032785362682,10767
2008,"2008-03-25",3,13,85,6.05646883997399,10767
2008,"2008-03-26",3,13,86,5.68682084146002,10767
2008,"2008-03-27",3,13,87,5.5488994148788,10767
2008,"2008-04-01",4,14,92,5.28745240085446,10767
2008,"2008-04-02",4,14,93,4.62199312714777,10767
2008,"2008-04-03",4,14,94,4.16782762143587,10767
2008,"2008-04-08",4,15,99,2.60611126590508,10767
2008,"2008-04-09",4,15,100,1.86588650506176,10767
2008,"2008-04-10",4,15,101,1.18696015603232,10767
2008,"2008-04-15",4,16,106,8.05934800780162,10767
2008,"2008-04-16",4,16,107,0.465310671496239,10767
2008,"2008-04-17",4,16,108,0.412371134020619,10767
2008,"2008-04-21",4,16,112,0.196897928856692,10767
2008,"2008-04-24",4,17,115,0.139778954211944,10767
2008,"2008-04-28",4,17,119,0,10767
2008,"2008-05-01",5,18,122,0,10767
2008,"2008-05-05",5,18,126,0,10767
2008,"2008-05-08",5,19,129,0,10767
2008,"2008-05-12",5,19,133,0,10767
2008,"2008-05-15",5,20,136,0,10767
2009,"2008-12-08",12,49,343,0.199684220302777,10767
2009,"2008-12-11",12,50,346,0.22243893377914,10767
2009,"2008-12-15",12,50,350,0.954769202191883,10767
2009,"2008-12-18",12,51,353,1.2505804773846,10767
2009,"2008-12-22",12,51,357,2.89402804866722,10767
2009,"2008-12-25",12,52,360,2.41989412092505,10767
2009,"2008-12-29",12,52,364,1.47952075787127,10767
2009,"2009-01-01",1,1,1,2.64837001950404,10767
2009,"2009-01-05",1,1,5,7.0446735395189,10767
2009,"2009-01-08",1,2,8,6.54499860685428,10767
2009,"2009-01-12",1,2,12,15.0687285223368,10767
2009,"2009-01-15",1,3,15,24.7636296089904,10767
2009,"2009-01-19",1,3,19,23.9746447478406,10767
2009,"2009-01-22",1,4,22,25.9668431317916,10767
2009,"2009-01-26",1,4,26,20.4625243800502,10767
2009,"2009-01-29",1,5,29,22.0609269062877,10767
2009,"2009-02-02",2,5,33,13.5562366490202,10767
2009,"2009-02-05",2,6,36,28.4847218352373,10767
2009,"2009-02-09",2,6,40,12.9576483700195,10767
2009,"2009-02-12",2,7,43,12.1408005944088,10767
2009,"2009-02-16",2,7,47,15.5930156961085,10767
2009,"2009-02-19",2,8,50,13.1173957462617,10767
2009,"2009-02-23",2,8,54,9.96331382929321,10767
2009,"2009-02-26",2,9,57,17.6148362061186,11081
2009,"2009-03-02",3,9,61,12.015417479335,10767
2009,"2009-03-05",3,10,64,12.4923376985233,10767
2009,"2009-03-10",3,10,69,9.20265626451194,10767
2009,"2009-03-12",3,11,71,6.48695086839417,10767
2009,"2009-03-17",3,11,76,6.57100399368441,10767
2009,"2009-03-19",3,12,78,4.44784991176744,10767
2009,"2009-03-24",3,12,83,3.17219281136807,10767
2009,"2009-03-26",3,13,85,3.1034642890313,10767
2009,"2009-03-31",3,13,90,2.68226989876474,10767
2009,"2009-04-01",4,13,91,2.58289217052104,10767
2009,"2009-04-02",4,14,92,2.42871737717099,10767
2009,"2009-04-07",4,14,97,2.02795579084239,10767
2009,"2009-04-09",4,15,99,1.92532738924491,10767
2009,"2009-04-14",4,15,104,0.86328596637875,10767
2009,"2009-04-16",4,16,106,0.763443856227361,10767
2009,"2009-04-20",4,16,110,0,10767
2009,"2009-04-23",4,17,113,0,10767
2009,"2009-04-27",4,17,117,0,10767
2009,"2009-04-30",4,18,120,0,10767
2009,"2009-05-04",5,18,124,0,10767
2009,"2009-05-07",5,19,127,0,10767
2010,"2009-12-12",12,50,346,0.0852201099288992,19831
2010,"2009-12-13",12,50,347,0.220866320407443,19831
2010,"2009-12-14",12,50,348,0.466464952092789,19830
2010,"2009-12-15",12,50,349,0.82672718103883,19830
2010,"2009-12-16",12,50,350,0.984871406959153,19830
2010,"2009-12-17",12,51,351,1.03943718795703,19829
2010,"2009-12-18",12,51,352,1.11710712124269,19828
2010,"2009-12-20",12,51,354,1.11256808553561,19828
2010,"2009-12-21",12,51,355,0.600100857286939,19830
2010,"2009-12-22",12,51,356,1.05527258056382,19829
2010,"2009-12-23",12,51,357,1.41617914060924,19828
2010,"2009-12-24",12,52,358,1.42378694643398,19826
2010,"2009-12-25",12,52,359,1.34947049924357,19830
2010,"2009-12-26",12,52,360,1.33182047402925,19830
2010,"2009-12-27",12,52,361,1.39045793826911,19828
2010,"2009-12-28",12,52,362,1.40875617875517,19826
2010,"2009-12-29",12,52,363,1.44709501714747,19828
2010,"2009-12-30",12,52,364,1.20933985576681,19829
2010,"2009-12-31",12,53,365,2.02859592495461,19828
2010,"2010-01-01",1,1,1,1.97488526905038,19829
2010,"2010-01-02",1,1,2,1.91023701462431,19830
2010,"2010-01-03",1,1,3,3.04988147475665,19827
2010,"2010-01-04",1,1,4,1.90004538806798,19829
2010,"2010-01-05",1,1,5,4.08617123253115,19821
2010,"2010-01-06",1,1,6,2.67051760669963,19822
2010,"2010-01-07",1,1,7,3.2010189669088,19824
2010,"2010-01-08",1,2,8,3.14353487433128,19814
2010,"2010-01-09",1,2,9,5.00454040964585,19822
2010,"2010-01-10",1,2,10,5.09423872464938,19822
2010,"2010-01-11",1,2,11,8.69192352318014,19823
2010,"2010-01-12",1,2,12,0,19831
2010,"2010-01-13",1,2,13,0.481821390751853,19831
2010,"2010-01-14",1,2,14,7.93670247642104,19827
2010,"2010-01-15",1,3,15,6.06063663421278,19823
2010,"2010-01-16",1,3,16,3.06093009179865,19826
2010,"2010-01-17",1,3,17,3.12290080185587,19829
2010,"2010-01-18",1,3,18,5.03424968474149,19825
2010,"2010-01-19",1,3,19,4.78727052652814,19828
2010,"2010-01-20",1,3,20,3.10465526806879,19827
2010,"2010-01-21",1,3,21,3.50348027842227,19826
2010,"2010-01-22",1,4,22,2.91468644367085,19821
2010,"2010-01-23",1,4,23,3.47621689785624,19825
2010,"2010-01-24",1,4,24,3.31752837326608,19825
2010,"2010-01-25",1,4,25,1.9481515105664,19827
2010,"2010-01-26",1,4,26,2.62682803832577,19830
2010,"2010-01-27",1,4,27,1.47766011094302,19830
2010,"2010-01-28",1,4,28,2.60542639568309,19829
2010,"2010-01-29",1,5,29,3.29877464575664,19831
2010,"2010-01-30",1,5,30,16.5256177508825,19830
2010,"2010-01-31",1,5,31,16.9674181671458,19827
2010,"2010-02-01",2,5,32,11.3999092147072,19827
2010,"2010-02-02",2,5,33,8.29214786423925,19829
2010,"2010-02-03",2,5,34,8.5214584699178,19829
2010,"2010-02-04",2,5,35,11.7821262860601,19828
2010,"2010-02-05",2,6,36,11.3998386120637,19828
2010,"2010-02-06",2,6,37,11.3998386120637,19828
2010,"2010-02-08",2,6,39,15.083867063392,19829
2010,"2010-02-09",2,6,40,14.7466962574397,19826
2010,"2010-02-10",2,6,41,14.7466962574397,19826
2010,"2010-02-11",2,6,42,9.8378814627995,19825
2010,"2010-02-12",2,7,43,17.0386283408976,19830
2010,"2010-02-13",2,7,44,15.4412387773631,19826
2010,"2010-02-14",2,7,45,11.6230451014025,19822
2010,"2010-02-15",2,7,46,11.0911475409836,19825
2010,"2010-02-16",2,7,47,10.1221062187926,19827
2010,"2010-02-17",2,7,48,10.037223847473,19826
2010,"2010-02-18",2,7,49,6.49914254009886,19826
2010,"2010-02-19",2,8,50,6.13485979423038,19828
2010,"2010-02-20",2,8,51,6.07322977607424,19828
2010,"2010-02-21",2,8,52,6.19699414968731,19828
2010,"2010-02-22",2,8,53,6.48711093174595,19823
2010,"2010-02-23",2,8,54,6.30315715150293,19828
